CrimeCode,Location,Description,Weapon,Victim_Gender,Victim_Age,Victim_Race,District,Date,Time,Year,Day,Month
4B,600 LUCIA AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,15.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,10:01 AM,2023,24,June
4B,600 LUCIA AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,15.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,10:01 AM,2023,24,June
4B,600 LUCIA AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,27.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,10:01 AM,2023,24,June
3JK,600 LUCIA AVE,ROBBERY,PERSONAL_WEAPONS,M,25.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,10:01 AM,2023,24,June
5A,3200 LILY AVE,BURGLARY,Other,M,48.0,OTHER,SOUTHERN,2023-06-24,9:45 AM,2023,24,June
4E,1800 SPENCE ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,30.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,6:35 PM,2023,24,June
4E,1200 CLEVELAND ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,41.0,WHITE,SOUTHERN,2023-06-24,6:00 PM,2023,24,June
4E,900 HERNDON CT,COMMON ASSAULT,PERSONAL_WEAPONS,F,21.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-24,6:20 PM,2023,24,June
4E,400 N HAVEN ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-24,7:50 AM,2023,24,June
3AF,4800 EDMONDSON AVE,ROBBERY,HANDGUN,M,29.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,7:30 AM,2023,24,June
7C,1000 ORLEANS ST,AUTO THEFT,Other,F,38.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-24,7:50 AM,2023,24,June
4B,2100 DRUID HILL AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,54.0,WHITE,CENTRAL,2023-06-24,8:00 AM,2023,24,June
4E,1500 PENNSYLVANIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,41.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-24,7:00 AM,2023,24,June
6F,2400 MAISEL CT,LARCENY,PERSONAL_WEAPONS,F,17.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-24,6:30 AM,2023,24,June
3AO,EUTAW ST & W LOMBARD ST,ROBBERY,PERSONAL_WEAPONS,M,39.0,ASIAN,CENTRAL,2023-06-24,7:35 AM,2023,24,June
6F,500 BALTIC AVE,LARCENY,PERSONAL_WEAPONS,F,25.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-24,1:00 PM,2023,24,June
7C,1300 KITMORE RD,AUTO THEFT,Other,F,48.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-14,10:10 PM,2023,14,June
4A,2600 FRANCIS ST,AGG. ASSAULT,AUTOMATIC_HANDGUN,F,22.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-14,10:07 PM,2023,14,June
7C,0 S CALVERT ST,AUTO THEFT,Other,M,35.0,WHITE,CENTRAL,2023-06-14,7:59 AM,2023,14,June
7C,4400 MARX AVE,AUTO THEFT,Other,F,76.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-14,7:30 PM,2023,14,June
4E,0 W RANDALL ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,22.0,WHITE,SOUTHERN,2023-06-14,1:57 PM,2023,14,June
4E,0 W RANDALL ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,30.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-14,1:57 PM,2023,14,June
7C,200 S GILMOR ST,AUTO THEFT,Other,M,47.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-14,9:15 AM,2023,14,June
4E,600 MOSHER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,37.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-14,10:00 AM,2023,14,June
4E,3700 FLEET ST,COMMON ASSAULT,Other,M,39.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-14,11:00 AM,2023,14,June
3AO,500 E 33RD ST,ROBBERY,PERSONAL_WEAPONS,M,75.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-14,11:30 AM,2023,14,June
4C,0 N HIGHLAND AVE,AGG. ASSAULT,OTHER,M,47.0,OTHER,SOUTHEAST,2023-06-14,2:30 PM,2023,14,June
4E,300 YALE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,24.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-14,8:50 PM,2023,14,June
3AO,2700 GEORGETOWN RD,ROBBERY,PERSONAL_WEAPONS,F,27.0,WHITE,SOUTHWEST,2023-06-14,11:00 AM,2023,14,June
4E,1900 PENROSE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,19.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-14,2:27 PM,2023,14,June
7C,3500 ELMLEY AVE,AUTO THEFT,Other,M,29.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-14,11:00 PM,2023,14,June
7C,4000 CHESTERFIELD AVE,AUTO THEFT,Other,F,21.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-14,10:45 PM,2023,14,June
4E,500 E PRATT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,19.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-05,2:15 AM,2023,5,June
7C,4200 ERDMAN AVE,AUTO THEFT,Other,M,31.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-05,3:09 AM,2023,5,June
3AF,2300 FLEET ST,ROBBERY,HANDGUN,M,36.0,ASIAN,SOUTHEAST,2023-06-05,3:00 AM,2023,5,June
7C,1700 LORMAN ST,AUTO THEFT,Other,F,49.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-05,4:00 AM,2023,5,June
7C,2600 MILES AVE,AUTO THEFT,Other,F,33.0,WHITE,NORTHERN,2023-06-05,4:00 AM,2023,5,June
4B,5100 ANTHONY AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,21.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-05,4:30 AM,2023,5,June
4E,1000 LIGHT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,17.0,OTHER,SOUTHERN,2023-06-04,11:50 PM,2023,4,June
4E,1000 LIGHT ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,46.0,OTHER,SOUTHERN,2023-06-04,11:50 PM,2023,4,June
7C,2100 LOVEGROVE ST,AUTO THEFT,Other,M,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-05,5:00 AM,2023,5,June
7C,3200 ROSALIE AVE,AUTO THEFT,Other,M,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-04,7:00 AM,2023,4,June
6D,1000 N MOUNT ST,LARCENY FROM AUTO,Other,M,40.0,OTHER,WESTERN,2023-06-04,2:00 PM,2023,4,June
4B,4100 STOKES DR,AGG. ASSAULT,PERSONAL_WEAPONS,F,35.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-04,5:10 PM,2023,4,June
4E,500 E CLEMENT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,78.0,WHITE,SOUTHERN,2023-06-04,5:00 PM,2023,4,June
4E,800 COOKS LN,COMMON ASSAULT,PERSONAL_WEAPONS,M,19.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-04,5:17 PM,2023,4,June
4E,2200 E MADISON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,WHITE,EASTERN,2023-06-05,12:54 AM,2023,5,June
7C,6100 RIDGEVIEW AVE,AUTO THEFT,Other,M,50.0,OTHER,NORTHEAST,2023-06-05,1:30 AM,2023,5,June
7C,2700 W COLD SPRING LN,AUTO THEFT,Other,M,47.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-05,12:45 AM,2023,5,June
6D,900 HARGROVE ALY,LARCENY FROM AUTO,Other,M,27.0,WHITE,CENTRAL,2023-05-27,2:30 AM,2023,27,May
7C,4200 DUVALL AVE,AUTO THEFT,Other,F,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-26,6:30 AM,2023,26,May
7C,2500 W LEXINGTON ST,AUTO THEFT,Other,M,84.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-27,12:30 AM,2023,27,May
4E,2100 WASHINGTON BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,F,46.0,WHITE,SOUTHERN,2023-05-27,1:50 AM,2023,27,May
9S,200 N EUTAW ST,SHOOTING,FIREARM,M,53.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-26,9:31 PM,2023,26,May
7C,6400 HOLABIRD AVE,AUTO THEFT,Other,F,50.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-26,10:45 AM,2023,26,May
3JF,6600 WALTHER AVE,ROBBERY,HANDGUN,M,46.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-26,9:50 PM,2023,26,May
7C,1800 WASHINGTON BLVD,AUTO THEFT,Other,M,59.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-26,10:56 PM,2023,26,May
3AJF,200 E BIDDLE ST,ROBBERY - CARJACKING,HANDGUN,M,32.0,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,CENTRAL,2023-05-26,11:45 AM,2023,26,May
5F,2700 THE ALAMEDA,BURGLARY,Other,M,39.0,WHITE,NORTHEAST,2023-05-26,6:00 PM,2023,26,May
6D,1500 GLENEAGLE RD,LARCENY FROM AUTO,Other,M,61.0,OTHER,NORTHEAST,2023-05-26,12:00 PM,2023,26,May
2A,6900 HARFORD RD,RAPE,PERSONAL_WEAPONS,F,46.0,WHITE,NORTHEAST,2023-05-26,9:00 AM,2023,26,May
4C,300 FOLCROFT ST,AGG. ASSAULT,OTHER,M,26.0,WHITE,SOUTHEAST,2023-05-26,11:50 AM,2023,26,May
6D,100 W LAFAYETTE AVE,LARCENY FROM AUTO,Other,M,67.0,WHITE,CENTRAL,2023-05-27,1:00 AM,2023,27,May
7C,500 BAKER ST,AUTO THEFT,Other,M,57.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-27,5:30 AM,2023,27,May
3AO,2200 MARYLAND AVE,ROBBERY,PERSONAL_WEAPONS,M,49.0,WHITE,NORTHERN,2023-05-26,7:10 AM,2023,26,May
7C,1800 WASHINGTON BLVD,AUTO THEFT,Other,M,31.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-26,10:56 PM,2023,26,May
4E,100 S CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,10.0,WHITE,CENTRAL,2023-06-14,11:34 PM,2023,14,June
4E,2700 GILES RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,59.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-14,11:00 PM,2023,14,June
6F,1300 SAINT PAUL ST,LARCENY,Other,F,18.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-14,11:20 PM,2023,14,June
6F,100 S MOUNT ST,LARCENY,Other,F,62.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-15,12:08 AM,2023,15,June
4E,0 S BROADWAY,COMMON ASSAULT,Other,F,13.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-14,11:45 PM,2023,14,June
7C,5000 LINDSAY RD,AUTO THEFT,Other,M,57.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-15,5:30 AM,2023,15,June
7C,2700 E PRESTON ST,AUTO THEFT,Other,F,42.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-15,5:00 AM,2023,15,June
7C,1800 S MONROE ST,AUTO THEFT,Other,M,26.0,WHITE,SOUTHERN,2023-06-15,3:30 AM,2023,15,June
7C,3000 JEFFERSON ST,AUTO THEFT,Other,F,38.0,OTHER,SOUTHEAST,2023-06-14,6:00 AM,2023,14,June
7C,2600 BERYL AVE,AUTO THEFT,Other,M,34.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-15,2:00 AM,2023,15,June
7C,4700 ELSRODE AVE,AUTO THEFT,Other,M,42.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-15,5:30 AM,2023,15,June
7C,2100 CLOVILLE AVE,AUTO THEFT,Other,F,72.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-15,2:30 AM,2023,15,June
7C,3800 WINDSOR MILL RD,AUTO THEFT,Other,F,56.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-15,12:30 AM,2023,15,June
4E,2600 PELHAM AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,18.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-14,10:10 PM,2023,14,June
4E,4000 BONNER RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-14,11:13 PM,2023,14,June
4E,5900 PARK HEIGHTS AVE,COMMON ASSAULT,Other,F,20.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-15,3:30 AM,2023,15,June
6F,4200 NICHOLAS AVE,LARCENY,Other,F,48.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-15,12:51 AM,2023,15,June
4B,800 QUAIL ST,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,51.0,WHITE,SOUTHEAST,2023-06-24,6:55 PM,2023,24,June
4E,2400 N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-24,11:30 PM,2023,24,June
4E,Unknown,COMMON ASSAULT,PERSONAL_WEAPONS,M,51.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-25,1:45 AM,2023,25,June
4E,3500 WILKENS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,OTHER,SOUTHWEST,2023-06-24,5:20 PM,2023,24,June
4A,1400 MCCULLOH ST,AGG. ASSAULT,FIREARM,M,37.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-24,6:10 AM,2023,24,June
6D,1100 HILLEN ST,LARCENY FROM AUTO,Other,M,31.0,WHITE,EASTERN,2023-06-24,6:00 AM,2023,24,June
6D,1100 HILLEN ST,LARCENY FROM AUTO,Other,M,36.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-24,6:00 AM,2023,24,June
4E,600 LUCIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,27.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-24,6:30 AM,2023,24,June
7C,Unknown,AUTO THEFT,Other,M,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-24,6:30 AM,2023,24,June
7C,3300 DOLFIELD AVE,AUTO THEFT,Other,F,62.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-24,10:13 PM,2023,24,June
3EO,1800 N CHARLES ST,ROBBERY,PERSONAL_WEAPONS,M,73.0,WHITE,CENTRAL,2023-06-25,1:05 AM,2023,25,June
3AK,FREDERICK ST & WATER ST,ROBBERY,KNIFE_CUTTING_INSTRUMENT,F,42.0,WHITE,CENTRAL,2023-06-24,11:00 PM,2023,24,June
7C,600 N SCHROEDER ST,AUTO THEFT,Other,F,72.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-24,10:12 PM,2023,24,June
4E,300 E PRATT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,39.0,WHITE,CENTRAL,2023-06-24,10:10 PM,2023,24,June
4E,300 E PRATT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,10.0,WHITE,CENTRAL,2023-06-24,10:10 PM,2023,24,June
4E,300 N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-24,9:30 PM,2023,24,June
4E,1000 BONAPARTE AVE,COMMON ASSAULT,UNKNOWN,F,15.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-24,8:33 PM,2023,24,June
7C,200 E FEDERAL ST,AUTO THEFT,Other,F,26.0,WHITE,EASTERN,2023-05-18,3:30 AM,2023,18,May
4A,1400 N ROSEDALE ST,AGG. ASSAULT,FIREARM,F,29.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-17,10:50 PM,2023,17,May
6J,1000 WILMINGTON AVE,LARCENY,Other,M,66.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-17,10:00 PM,2023,17,May
4E,2400 ASHTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-17,1:29 PM,2023,17,May
4E,4500 Maple Wood Dr,COMMON ASSAULT,PERSONAL_WEAPONS,M,72.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-17,2:15 PM,2023,17,May
7C,3700 Toone St,AUTO THEFT,Other,F,38.0,WHITE,SOUTHEAST,2023-05-17,11:30 PM,2023,17,May
6D,1300 WELDON AVE,LARCENY FROM AUTO,Other,F,40.0,WHITE,NORTHERN,2023-05-17,11:00 PM,2023,17,May
7C,6100 PARKWAY DR,AUTO THEFT,Other,F,34.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-18,3:00 AM,2023,18,May
3JO,2500 W FRANKLIN ST,ROBBERY,PERSONAL_WEAPONS,F,30.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-17,6:16 AM,2023,17,May
4E,400 W REDWOOD ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,28.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-17,4:00 PM,2023,17,May
4E,400 W REDWOOD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,26.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-17,4:00 PM,2023,17,May
4E,600 E PRATT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,38.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-17,4:40 PM,2023,17,May
6D,200 S EDEN ST,LARCENY FROM AUTO,Other,M,67.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-17,11:15 AM,2023,17,May
6F,500 GUSRYAN ST,LARCENY,Other,M,34.0,OTHER,SOUTHEAST,2023-05-17,9:00 PM,2023,17,May
6J,2600 HUNTINGDON AVE,LARCENY,Other,M,21.0,OTHER,NORTHERN,2023-05-17,6:00 AM,2023,17,May
3NK,2500 PENNSYLVANIA AVE,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,38.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-17,7:17 PM,2023,17,May
6J,5400 GIST AVE,LARCENY,Other,F,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-17,11:00 PM,2023,17,May
3P,3600 POTEE ST,ROBBERY,KNIFE_CUTTING_INSTRUMENT,F,19.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-05,1:02 AM,2023,5,June
7C,5500 FALLS RD,AUTO THEFT,Other,F,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-05,5:45 AM,2023,5,June
4E,2000 FLEET ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,39.0,WHITE,SOUTHEAST,2023-06-05,5:49 AM,2023,5,June
4E,5100 ANTHONY AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-05,4:30 AM,2023,5,June
4E,5100 ANTHONY AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-05,4:30 AM,2023,5,June
5F,2300 BOSTON ST,BURGLARY,Other,M,62.0,WHITE,SOUTHEAST,2023-06-04,10:50 AM,2023,4,June
7C,2400 GUILFORD AVE,AUTO THEFT,Other,M,65.0,WHITE,NORTHERN,2023-06-05,12:30 AM,2023,5,June
7C,1100 BOLTON ST,AUTO THEFT,Other,F,73.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-04,11:30 PM,2023,4,June
4E,1400 W PATAPSCO AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,31.0,OTHER,SOUTHERN,2023-06-04,10:30 PM,2023,4,June
7C,4900 BELAIR RD,AUTO THEFT,Other,F,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-05,12:10 AM,2023,5,June
6F,1600 LANCASTER ST,LARCENY,Other,M,36.0,WHITE,SOUTHEAST,2023-06-04,8:16 PM,2023,4,June
3AF,4800 WRENWOOD AVE,ROBBERY,HANDGUN,M,67.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-05,12:07 AM,2023,5,June
6D,1700 E LOMBARD ST,LARCENY FROM AUTO,Other,M,37.0,WHITE,SOUTHEAST,2023-06-04,8:00 AM,2023,4,June
4E,1400 W PATAPSCO AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-04,10:30 PM,2023,4,June
4C,4300 BELVIEU AVE,AGG. ASSAULT,UNKNOWN,M,36.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-04,11:32 PM,2023,4,June
4E,2900 BOSTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,32.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-05,12:30 AM,2023,5,June
4E,1400 BLOOMFIELD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,8.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-04,11:00 PM,2023,4,June
6F,600 1/2 E 43RD ST,LARCENY,Other,F,62.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-08,2:20 PM,2023,8,May
7C,2400 W COLD SPRING LN,AUTO THEFT,Other,F,59.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-08,4:50 PM,2023,8,May
4E,5500 Bowleys Ln,COMMON ASSAULT,PERSONAL_WEAPONS,F,29.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-08,4:59 PM,2023,8,May
7C,3100 PRESSTMAN ST,AUTO THEFT,Other,U,48.0,OTHER,SOUTHWEST,2023-05-08,10:00 PM,2023,8,May
7C,1500 SHERWOOD AVE,AUTO THEFT,Other,F,56.0,OTHER,NORTHEAST,2023-05-08,6:00 PM,2023,8,May
7C,1300 JAMES ST,AUTO THEFT,Other,F,70.0,WHITE,SOUTHERN,2023-05-09,3:45 AM,2023,9,May
3NO,3200 E FAYETTE ST,ROBBERY,PERSONAL_WEAPONS,M,28.0,OTHER,SOUTHEAST,2023-05-09,3:45 AM,2023,9,May
4E,1100 PARK AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,42.0,WHITE,CENTRAL,2023-05-09,3:00 AM,2023,9,May
4B,600 S MACON ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,35.0,OTHER,SOUTHEAST,2023-05-09,4:10 AM,2023,9,May
4E,500 E PRATT ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,39.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-09,4:31 AM,2023,9,May
6F,0 LIGHT ST,LARCENY,Other,F,23.0,WHITE,CENTRAL,2023-05-09,4:28 AM,2023,9,May
6J,4300 FALLS RD,LARCENY,Other,M,34.0,WHITE,NORTHERN,2023-05-07,9:00 AM,2023,7,May
4E,300 N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,46.0,WHITE,CENTRAL,2023-05-07,2:00 PM,2023,7,May
4E,1100 WASHINGTON BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,M,41.0,WHITE,SOUTHERN,2023-05-07,8:05 PM,2023,7,May
4E,3700 SOUTHERN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,16.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-07,6:00 PM,2023,7,May
3AJK,MONUMENT ST & N DEAN ST,ROBBERY - CARJACKING,KNIFE_CUTTING_INSTRUMENT,M,26.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-08,5:00 AM,2023,8,May
6D,2800 Ellicott Dr,LARCENY FROM AUTO,Other,F,39.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-08,2:00 AM,2023,8,May
7C,1300 SILVERTHORNE RD,AUTO THEFT,Other,F,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-26,8:15 PM,2023,26,May
4A,3000 GARRISON BLVD,AGG. ASSAULT,HANDGUN,M,22.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-26,10:50 PM,2023,26,May
4A,700 W CHERRY BLOSSOM WAY,AGG. ASSAULT,FIREARM,F,59.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-26,11:22 PM,2023,26,May
6F,0 S MORLEY ST,LARCENY,Other,M,26.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-26,8:21 PM,2023,26,May
6D,1000 RADNOR AVE,LARCENY FROM AUTO,Other,F,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-27,4:27 AM,2023,27,May
7C,5300 TODD AVE,AUTO THEFT,Other,F,43.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-27,1:30 AM,2023,27,May
7C,2300 ELSINORE AVE,AUTO THEFT,Other,F,36.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-27,1:00 AM,2023,27,May
3JO,1300 W NORTH AVE,ROBBERY,PERSONAL_WEAPONS,F,45.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-26,6:15 AM,2023,26,May
4E,3500 ELDORADO AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,16.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-26,10:10 PM,2023,26,May
6J,3800 FREDERICK AVE,LARCENY,Other,M,49.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-26,5:00 PM,2023,26,May
7C,300 E 33RD ST,AUTO THEFT,Other,M,68.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-26,5:00 PM,2023,26,May
7C,900 NORTH HILL RD,AUTO THEFT,Other,F,49.0,WHITE,NORTHEAST,2023-05-27,5:30 AM,2023,27,May
5A,2500 W BALTIMORE ST,BURGLARY,Other,F,55.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-26,10:30 PM,2023,26,May
3AF,1000 N CARROLLTON AVE,ROBBERY,OTHER,F,21.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-26,7:35 AM,2023,26,May
