CrimeCode,Location,Description,Weapon,Victim_Gender,Victim_Age,Victim_Race,District,Date,Time,Year,Day,Month
4B,3400 OLD YORK RD,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,48.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-31,8:40 PM,2023,31,May
6D,1700 E FAIRMOUNT AVE,LARCENY FROM AUTO,Other,F,76.0,WHITE,SOUTHEAST,2023-05-31,7:45 PM,2023,31,May
4E,5200 ROLAND AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,27.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-31,8:40 PM,2023,31,May
6F,2000 BROENING HWY,LARCENY,Other,F,22.0,OTHER,SOUTHEAST,2023-05-31,10:30 AM,2023,31,May
6D,1800 ANNAPOLIS RD,LARCENY FROM AUTO,Other,U,38.0,OTHER,SOUTHERN,2023-05-04,12:30 AM,2023,4,May
6D,400 S WICKHAM RD,LARCENY FROM AUTO,Other,U,38.0,OTHER,SOUTHWEST,2023-05-04,12:00 AM,2023,4,May
3CF,1000 SAINT PAUL ST,ROBBERY - COMMERCIAL,HANDGUN,U,38.0,OTHER,CENTRAL,2023-05-04,3:37 AM,2023,4,May
7C,5800 EDGEPARK RD,AUTO THEFT,Other,F,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-03,9:00 AM,2023,3,May
6F,2100 WASHINGTON BLVD,LARCENY,Other,U,38.0,OTHER,SOUTHERN,2023-05-03,4:38 PM,2023,3,May
6F,200 E BIDDLE ST,LARCENY,Other,F,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-03,6:00 PM,2023,3,May
7C,1700 WADSWORTH WAY,AUTO THEFT,Other,F,56.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-03,11:20 PM,2023,3,May
6F,2100 Sherwood Ave,LARCENY,Other,M,64.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-04,12:00 AM,2023,4,May
5A,0 ENGLEWOOD RD,BURGLARY,Other,M,71.0,WHITE,NORTHERN,2023-05-03,11:55 PM,2023,3,May
4B,700 W PRATT ST,AGG. ASSAULT,BLUNT_OBJECT,F,26.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-04,1:54 AM,2023,4,May
4E,1600 AISQUITH ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,13.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-04,1:00 AM,2023,4,May
5F,200 S CHAPEL ST,BURGLARY,Other,F,21.0,WHITE,SOUTHEAST,2023-05-04,3:00 AM,2023,4,May
5F,200 S CHAPEL ST,BURGLARY,Other,M,24.0,WHITE,SOUTHEAST,2023-05-04,3:00 AM,2023,4,May
5F,200 S CHAPEL ST,BURGLARY,Other,M,25.0,WHITE,SOUTHEAST,2023-05-04,3:00 AM,2023,4,May
3AF,5200 KELWAY RD,ROBBERY,HANDGUN,M,32.0,OTHER,NORTHEAST,2023-05-04,2:00 AM,2023,4,May
4E,3700 GARRISON BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,F,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-03,6:05 AM,2023,3,May
6J,1100 E BELVEDERE AVE,LARCENY,Other,F,23.0,WHITE,NORTHERN,2023-05-03,11:00 PM,2023,3,May
6D,6600 KNOTTWOOD CT,LARCENY FROM AUTO,Other,M,19.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-04,5:00 AM,2023,4,May
7C,5500 KENNISON AVE,AUTO THEFT,Other,F,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-23,5:00 AM,2023,23,May
6D,4400 CLIFTON RD,LARCENY FROM AUTO,Other,F,32.0,WHITE,NORTHWEST,2023-05-23,1:00 AM,2023,23,May
7C,4700 AMBERLEY AVE,AUTO THEFT,Other,F,65.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-22,5:30 PM,2023,22,May
7C,5000 CONANT WAY,AUTO THEFT,Other,F,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-22,10:30 PM,2023,22,May
7C,2700 KINSEY AVE,AUTO THEFT,Other,F,44.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-23,1:00 AM,2023,23,May
4E,900 ASHLAND CT,COMMON ASSAULT,PERSONAL_WEAPONS,F,30.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-23,2:35 AM,2023,23,May
6D,500 S LEHIGH ST,LARCENY FROM AUTO,Other,M,26.0,OTHER,SOUTHEAST,2023-05-23,4:00 AM,2023,23,May
5F,0 LIGHT ST,BURGLARY,Other,F,33.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-22,7:00 PM,2023,22,May
5A,2700 THE ALAMEDA,BURGLARY,Other,F,36.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-23,1:00 AM,2023,23,May
4E,3800 COTTAGE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-22,3:30 PM,2023,22,May
4B,1300 PENNSYLVANIA AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,18.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-22,4:45 PM,2023,22,May
4E,2100 W BALTIMORE ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,24.0,WHITE,WESTERN,2023-05-22,3:00 PM,2023,22,May
4E,1500 CHERRY HILL RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-22,4:30 PM,2023,22,May
4A,200 E UNIVERSITY PKWY,AGG. ASSAULT,HANDGUN,M,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-23,12:15 AM,2023,23,May
7C,5300 LOCH RAVEN BLVD,AUTO THEFT,Other,M,48.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-22,5:00 PM,2023,22,May
3CF,500 E PATAPSCO AVE,ROBBERY - COMMERCIAL,HANDGUN,U,38.0,OTHER,SOUTHERN,2023-05-21,1:34 PM,2023,21,May
6C,1000 PARK AVE,LARCENY,Other,U,38.0,OTHER,CENTRAL,2023-05-21,2:30 PM,2023,21,May
6D,1800 INGRAM RD,LARCENY FROM AUTO,Other,M,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,8:00 AM,2023,23,April
5F,0 YOGURT LN,BURGLARY,Other,F,31.0,WHITE,SOUTHEAST,2023-04-24,1:40 AM,2023,24,April
6F,2200 CECIL AVE,LARCENY,Other,F,24.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-04-23,4:34 PM,2023,23,April
4E,3100 WISTERIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,20.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,4:30 PM,2023,23,April
6J,2400 AISQUITH ST,LARCENY,Other,F,38.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-04-23,4:00 PM,2023,23,April
4E,2700 W NORTH AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,64.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-04-23,11:50 PM,2023,23,April
4C,6000 AMBERWOOD RD,AGG. ASSAULT,OTHER,F,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,10:45 PM,2023,23,April
7C,5000 WRIGHT AVE,AUTO THEFT,Other,F,73.0,WHITE,NORTHEAST,2023-04-23,4:00 PM,2023,23,April
6D,3700 FRANKFORD AVE,LARCENY FROM AUTO,Other,M,53.0,WHITE,NORTHEAST,2023-04-24,1:00 AM,2023,24,April
7C,4500 PENHURST AVE,AUTO THEFT,Other,M,32.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-04-23,4:15 AM,2023,23,April
4E,2000 DEERING AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,58.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-04-22,10:30 PM,2023,22,April
2A,300 St Paul Place,RAPE,Other,F,24.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-04-22,12:00 PM,2023,22,April
6D,3500 JUNEWAY,LARCENY FROM AUTO,Other,F,32.0,OTHER,NORTHEAST,2023-04-22,10:00 PM,2023,22,April
7C,100 N CHARLES ST,AUTO THEFT,Other,M,44.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-04-23,4:00 AM,2023,23,April
7C,300 N ATHOL AVE,AUTO THEFT,Other,M,40.0,WHITE,SOUTHWEST,2023-04-22,4:30 PM,2023,22,April
7C,4600 LUERSSEN AVE,AUTO THEFT,Other,F,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,4:00 AM,2023,23,April
4B,Unknown,AGG. ASSAULT,BLUNT_OBJECT,F,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,2:30 AM,2023,23,April
4C,1400 MADISON AVE,AGG. ASSAULT,OTHER,M,39.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-13,6:00 PM,2023,13,May
5A,1800 PRESSTMAN ST,BURGLARY,Other,F,32.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-13,10:15 AM,2023,13,May
4B,1300 KENHILL AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,26.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-13,10:00 AM,2023,13,May
3JF,4700 GARRISON BLVD,ROBBERY,HANDGUN,M,36.0,WHITE,NORTHWEST,2023-05-13,12:00 PM,2023,13,May
7C,2200 LAKE AVE,AUTO THEFT,Other,M,57.0,WHITE,NORTHEAST,2023-05-13,11:30 PM,2023,13,May
3AJF,1600 E 32ND ST,ROBBERY - CARJACKING,HANDGUN,M,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-14,1:50 AM,2023,14,May
6D,2500 MADISON AVE,LARCENY FROM AUTO,Other,M,49.0,OTHER,CENTRAL,2023-05-12,6:00 AM,2023,12,May
3AO,3700 St Victor Street,ROBBERY,PERSONAL_WEAPONS,M,38.0,WHITE,SOUTHERN,2023-05-13,9:57 PM,2023,13,May
6D,5000 FALLS ROAD TER,LARCENY FROM AUTO,Other,F,46.0,WHITE,NORTHERN,2023-05-13,7:30 PM,2023,13,May
7C,700 N CENTRAL AVE,AUTO THEFT,Other,M,73.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-14,4:00 AM,2023,14,May
7C,3200 BURLEITH AVE,AUTO THEFT,Other,M,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-14,12:00 AM,2023,14,May
4E,1300 WHATCOAT ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,14.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-13,7:23 PM,2023,13,May
4E,1300 WHATCOAT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,38.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-13,7:23 PM,2023,13,May
3AF,3200 Tivoly Ave,ROBBERY,HANDGUN,M,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-13,10:00 PM,2023,13,May
7C,1100 BRADDISH AVE,AUTO THEFT,Other,F,25.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-13,10:00 AM,2023,13,May
6F,600 CHERRY HILL RD,LARCENY,Other,F,61.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-13,6:00 PM,2023,13,May
7C,200 ROUNDHOUSE CT,AUTO THEFT,Other,M,23.0,ASIAN,SOUTHERN,2023-05-13,11:00 PM,2023,13,May
3AJF,1100 LAURENS ST,ROBBERY - CARJACKING,FIREARM,M,33.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-10,7:11 AM,2023,10,June
4E,1100 S CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,23.0,WHITE,SOUTHERN,2023-06-10,6:30 AM,2023,10,June
5F,1800 SPENCE ST,BURGLARY,Other,M,61.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-10,9:55 PM,2023,10,June
7C,800 PONTIAC AVE,AUTO THEFT,Other,M,35.0,OTHER,SOUTHERN,2023-06-10,12:30 PM,2023,10,June
4E,1200 MOSHER ST,COMMON ASSAULT,Other,F,56.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-11,1:12 AM,2023,11,June
4E,900 COOKS LN,COMMON ASSAULT,PERSONAL_WEAPONS,M,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-11,12:50 AM,2023,11,June
7C,5200 THE ALAMEDA,AUTO THEFT,Other,M,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-10,8:00 PM,2023,10,June
4E,1300 PONCA ST,COMMON ASSAULT,UNKNOWN,M,25.0,OTHER,SOUTHEAST,2023-06-10,7:05 AM,2023,10,June
4E,5200 LOCH RAVEN BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,F,32.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-11,1:30 AM,2023,11,June
5B,2800 W NORTH AVE,BURGLARY,Other,U,38.0,OTHER,SOUTHWEST,2023-06-10,7:00 AM,2023,10,June
6C,3700 FALLS RD,LARCENY,Other,U,38.0,OTHER,NORTHERN,2023-06-10,5:27 PM,2023,10,June
6G,4500 ERDMAN AVE,LARCENY,Other,U,38.0,OTHER,EASTERN,2023-06-10,11:40 PM,2023,10,June
6C,2100 W PATAPSCO AVE,LARCENY,Other,U,38.0,OTHER,SOUTHERN,2023-06-10,7:00 PM,2023,10,June
6D,5400 REISTERSTOWN RD,LARCENY FROM AUTO,Other,M,49.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-11,4:30 AM,2023,11,June
7C,3100 E LOMBARD ST,AUTO THEFT,Other,F,52.0,WHITE,SOUTHEAST,2023-06-11,3:00 AM,2023,11,June
1K,400 E LORRAINE AVE,HOMICIDE,KNIFE,F,43.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-10,12:32 PM,2023,10,June
9S,4800 BOWLAND AVE,SHOOTING,FIREARM,M,21.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-11,12:13 AM,2023,11,June
1A,2200 ASHTON ST,HOMICIDE,FIREARM,M,48.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-10,10:49 PM,2023,10,June
7C,400 E BIDDLE ST,AUTO THEFT,Other,M,25.0,WHITE,EASTERN,2023-06-01,12:30 AM,2023,1,June
4E,400 St Paul Place,COMMON ASSAULT,PERSONAL_WEAPONS,M,31.0,OTHER,CENTRAL,2023-05-31,7:15 AM,2023,31,May
7C,5600 FRANKFORD AVE,AUTO THEFT,Other,M,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,9:30 PM,2023,31,May
7C,CHASE ST & GUILFORD AV,AUTO THEFT,Other,M,40.0,OTHER,CENTRAL,2023-05-31,11:00 PM,2023,31,May
4B,1600 MOUNTMOR CT,AGG. ASSAULT,PERSONAL_WEAPONS,M,52.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-31,7:00 AM,2023,31,May
4B,3200 NORMOUNT AVE,AGG. ASSAULT,UNKNOWN,M,38.0,WHITE,SOUTHWEST,2023-05-31,10:30 AM,2023,31,May
4E,3200 NORMOUNT AVE,COMMON ASSAULT,UNKNOWN,F,39.0,WHITE,SOUTHWEST,2023-05-31,10:30 AM,2023,31,May
7C,2300 WHITTIER AVE,AUTO THEFT,Other,F,56.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-31,12:30 PM,2023,31,May
4E,1200 CAMBRIA ST,COMMON ASSAULT,Other,F,18.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-31,3:50 PM,2023,31,May
7C,2800 GANLEY DR,AUTO THEFT,Other,F,55.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-01,2:30 AM,2023,1,June
7C,1000 AISQUITH ST,AUTO THEFT,Other,F,74.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-01,4:30 AM,2023,1,June
7C,1700 E OLIVER ST,AUTO THEFT,Other,M,35.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-01,12:30 AM,2023,1,June
4E,900 E PATAPSCO AVE,COMMON ASSAULT,Other,M,27.0,OTHER,SOUTHERN,2023-06-01,5:47 AM,2023,1,June
6J,100 S PATTERSON PARK AVE,LARCENY,Other,F,24.0,WHITE,SOUTHEAST,2023-06-01,1:00 AM,2023,1,June
6J,1900 E LAFAYETTE AVE,LARCENY,Other,M,50.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-01,1:00 AM,2023,1,June
5B,500 FREEMAN ST,BURGLARY,Other,M,47.0,WHITE,SOUTHERN,2023-05-31,7:00 PM,2023,31,May
5A,3000 PULASKI HWY,BURGLARY,Other,F,38.0,OTHER,SOUTHEAST,2023-05-31,10:00 AM,2023,31,May
7C,2300 WICHITA AVE,AUTO THEFT,FIREARM,F,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-31,11:12 AM,2023,31,May
4E,3300 W CATON AVE,COMMON ASSAULT,Other,F,44.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-03,11:05 PM,2023,3,May
6F,100 W 29TH ST,LARCENY,Other,M,37.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-04,2:01 AM,2023,4,May
3P,1000 SAINT PAUL ST,ROBBERY,HANDGUN,M,34.0,OTHER,CENTRAL,2023-05-04,3:37 AM,2023,4,May
7C,5600 O'DONNELL ST,AUTO THEFT,Other,F,38.0,OTHER,SOUTHEAST,2023-05-04,12:00 AM,2023,4,May
7C,1100 WATSON ST,AUTO THEFT,Other,M,82.0,OTHER,SOUTHEAST,2023-05-03,4:00 PM,2023,3,May
6F,3700 GREENSPRING AVE,LARCENY,Other,F,70.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-04,5:30 AM,2023,4,May
7C,200 E 24TH ST,AUTO THEFT,Other,F,29.0,WHITE,NORTHERN,2023-05-03,4:50 PM,2023,3,May
5F,1600 BANK ST,BURGLARY,Other,M,61.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-03,6:00 PM,2023,3,May
4E,500 N CAROLINE ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,71.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-03,1:00 PM,2023,3,May
4E,1200 S CATON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,43.0,OTHER,SOUTHWEST,2023-05-03,1:45 PM,2023,3,May
4E,5200 BEAUFORT AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,42.0,OTHER,NORTHWEST,2023-05-03,1:45 PM,2023,3,May
4E,0 E MADISON ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,32.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-03,8:30 PM,2023,3,May
6D,1000 REVERDY RD,LARCENY FROM AUTO,Other,F,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-04,4:00 AM,2023,4,May
5A,2700 ERDMAN AVE,BURGLARY,Other,M,60.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-04,4:45 AM,2023,4,May
7C,4000 CEDARDALE RD,AUTO THEFT,Other,F,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-04,4:30 AM,2023,4,May
4E,1300 N CAROLINE ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-03,9:00 PM,2023,3,May
4E,200 N HOWARD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,16.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-03,10:00 PM,2023,3,May
6D,4300 PARKWOOD AVE,LARCENY FROM AUTO,Other,M,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-22,1:00 PM,2023,22,April
4E,1900 GREENMOUNT AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,31.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-04-22,9:30 AM,2023,22,April
4C,1600 N BROADWAY,AGG. ASSAULT,OTHER,F,34.0,WHITE,EASTERN,2023-04-22,8:28 AM,2023,22,April
4E,2400 WILKENS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,32.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-04-22,8:00 AM,2023,22,April
4E,700 ALICEANNA ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,26.0,WHITE,SOUTHEAST,2023-04-22,8:56 AM,2023,22,April
7C,1200 SEMINOLE AVE,AUTO THEFT,Other,F,85.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-04-22,7:47 AM,2023,22,April
6F,2800 W LANVALE ST,LARCENY,Other,F,43.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-04-22,8:00 PM,2023,22,April
7C,5500 TODD AVE,AUTO THEFT,Other,M,37.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-22,4:30 PM,2023,22,April
7C,100 S GAY ST,AUTO THEFT,Other,M,28.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-04-22,6:00 AM,2023,22,April
3AF,5100 THE ALAMEDA,ROBBERY,HANDGUN,M,20.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-04-22,8:15 PM,2023,22,April
4E,1300 CHURCH ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,43.0,WHITE,SOUTHERN,2023-04-23,12:30 AM,2023,23,April
4B,5400 SINCLAIR GREENS DR,AGG. ASSAULT,PERSONAL_WEAPONS,F,66.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,4:00 AM,2023,23,April
6D,1400 MEDFIELD AVE,LARCENY FROM AUTO,Other,F,23.0,OTHER,NORTHERN,2023-04-22,10:00 PM,2023,22,April
7C,3800 RIDGECROFT RD,AUTO THEFT,Other,F,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,4:30 AM,2023,23,April
4E,3200 PELHAM AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,27.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,1:30 AM,2023,23,April
6D,1700 WAVERLY WAY,LARCENY FROM AUTO,Other,F,40.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,1:00 AM,2023,23,April
4B,100 N HIGHLAND AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,45.0,OTHER,SOUTHEAST,2023-04-23,1:48 AM,2023,23,April
3AO,700 CATHEDRAL ST,ROBBERY,PERSONAL_WEAPONS,F,62.0,WHITE,CENTRAL,2023-05-13,10:22 PM,2023,13,May
5A,1800 N FULTON AVE,BURGLARY,Other,F,44.0,WHITE,WESTERN,2023-05-13,11:50 PM,2023,13,May
4B,100 S LINWOOD AVE,AGG. ASSAULT,BLUNT_OBJECT,M,14.0,OTHER,SOUTHEAST,2023-05-13,12:00 AM,2023,13,May
7C,2600 GWYNNS FALLS PKWY,AUTO THEFT,Other,U,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-12,9:00 AM,2023,12,May
6J,0 E HENRIETTA ST,LARCENY,Other,F,26.0,WHITE,SOUTHERN,2023-05-13,1:00 AM,2023,13,May
7C,1100 W NORTHERN PKWY,AUTO THEFT,Other,F,66.0,WHITE,NORTHERN,2023-05-12,11:00 PM,2023,12,May
7C,200 N LIBERTY ST,AUTO THEFT,Other,M,31.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-12,11:00 PM,2023,12,May
5A,4200 SHELDON AVE,BURGLARY,Other,M,73.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-12,9:00 PM,2023,12,May
3AO,0 E REDWOOD ST,ROBBERY,PERSONAL_WEAPONS,F,27.0,WHITE,CENTRAL,2023-05-13,3:00 AM,2023,13,May
7C,1500 RAMBLEWOOD RD,AUTO THEFT,Other,F,48.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-12,9:00 PM,2023,12,May
3AJO,2200 N FULTON AVE,ROBBERY - CARJACKING,BLUNT_OBJECT,F,27.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-12,7:22 PM,2023,12,May
6F,2100 E MONUMENT ST,LARCENY,Other,F,42.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-12,8:30 PM,2023,12,May
6F,4300 HAYWARD AVE,LARCENY,Other,M,36.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-12,3:00 PM,2023,12,May
4E,4600 YORK RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-12,9:42 PM,2023,12,May
4E,4600 YORK RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,19.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-12,9:42 PM,2023,12,May
4E,700 GOLD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,13.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-12,4:00 PM,2023,12,May
7C,1700 SWANSEA RD,AUTO THEFT,Other,F,37.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-12,7:30 PM,2023,12,May
4E,3400 CHESTERFIELD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-10,11:00 PM,2023,10,June
3AO,300 W LEXINGTON ST,ROBBERY,PERSONAL_WEAPONS,F,20.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-10,10:10 PM,2023,10,June
7C,1200 KITMORE RD,AUTO THEFT,Other,M,27.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-11,12:30 AM,2023,11,June
3AO,1000 W BARRE ST,ROBBERY,PERSONAL_WEAPONS,F,29.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-11,12:00 AM,2023,11,June
6F,100 N SCHROEDER ST,LARCENY,Other,F,65.0,OTHER,WESTERN,2023-06-10,8:43 PM,2023,10,June
7C,2200 E CHASE ST,AUTO THEFT,Other,M,42.0,OTHER,EASTERN,2023-06-10,4:00 PM,2023,10,June
7C,2200 E CHASE ST,AUTO THEFT,Other,M,38.0,OTHER,EASTERN,2023-06-10,4:00 PM,2023,10,June
4E,3000 SEABURY RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,51.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-10,7:00 PM,2023,10,June
4E,5300 WRIGHT AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,19.0,WHITE,NORTHEAST,2023-06-11,5:00 AM,2023,11,June
6F,6600 PINE AVE,LARCENY,Other,F,52.0,WHITE,SOUTHEAST,2023-06-11,5:40 AM,2023,11,June
6F,600 S CHARLES ST,LARCENY,FIREARM,F,25.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-10,3:52 PM,2023,10,June
