CrimeCode,Location,Description,Weapon,Victim_Gender,Victim_Age,Victim_Race,District,Date,Time,Year,Day,Month
3AO,2000 ALICEANNA ST,ROBBERY,PERSONAL_WEAPONS,F,81.0,WHITE,SOUTHEAST,2023-05-31,6:30 PM,2023,31,May
9S,4200 POWELL AV,SHOOTING,FIREARM,M,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,10:08 PM,2023,31,May
9S,1800 ORLEANS ST,SHOOTING,FIREARM,F,28.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-31,7:07 AM,2023,31,May
3CO,700 E 25TH ST,ROBBERY - COMMERCIAL,PERSONAL_WEAPONS,U,38.0,OTHER,NORTHEAST,2023-05-31,10:00 AM,2023,31,May
5F,3900 FORDLEIGH RD,BURGLARY,Other,U,38.0,OTHER,NORTHWEST,2023-05-31,4:00 PM,2023,31,May
3JF,200 S HAVEN ST,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,25.0,OTHER,SOUTHEAST,2023-05-22,2:00 PM,2023,22,May
5F,0 N EAST AVE,BURGLARY,Other,M,39.0,OTHER,SOUTHEAST,2023-05-22,10:30 PM,2023,22,May
7C,3000 HANLON AVE,AUTO THEFT,Other,M,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-23,4:00 AM,2023,23,May
5A,5400 FREDERICK AVE,BURGLARY,Other,M,38.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-22,10:15 PM,2023,22,May
6F,800 ABBOTT CT,LARCENY,Other,M,56.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-22,11:00 PM,2023,22,May
7C,6100 ALTA AVE,AUTO THEFT,Other,F,25.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-22,8:39 AM,2023,22,May
7C,1900 PENROSE AVE,AUTO THEFT,Other,F,58.0,OTHER,WESTERN,2023-05-22,6:29 PM,2023,22,May
4E,1800 MARYLAND AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,58.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-22,5:50 PM,2023,22,May
3AO,3500 E PRATT ST,ROBBERY,PERSONAL_WEAPONS,M,63.0,OTHER,SOUTHEAST,2023-05-22,11:45 AM,2023,22,May
4B,0 S FRANKLINTOWN RD,AGG. ASSAULT,BLUNT_OBJECT,F,36.0,WHITE,SOUTHWEST,2023-05-22,3:30 PM,2023,22,May
6F,300 SAINT PAUL ST,LARCENY,Other,F,66.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-22,2:00 PM,2023,22,May
3NF,4300 WEST BAY AVE,ROBBERY,FIREARM,M,19.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-23,5:30 AM,2023,23,May
4E,5300 BELLEVILLE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,62.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-23,4:30 AM,2023,23,May
5F,2600 HARFORD RD,BURGLARY,Other,M,56.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-23,1:00 AM,2023,23,May
4A,Unknown,AGG. ASSAULT,FIREARM,F,24.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-22,8:17 PM,2023,22,May
4A,Unknown,AGG. ASSAULT,FIREARM,F,1.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-22,8:17 PM,2023,22,May
4A,Unknown,AGG. ASSAULT,FIREARM,F,3.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-22,8:17 PM,2023,22,May
4E,1300 KEY HWY,COMMON ASSAULT,PERSONAL_WEAPONS,M,24.0,WHITE,SOUTHERN,2023-05-13,10:00 PM,2023,13,May
4E,1700 HARFORD AVE,COMMON ASSAULT,Other,F,25.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-13,8:00 PM,2023,13,May
4B,3400 LYNDALE AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,41.0,WHITE,NORTHEAST,2023-05-13,8:00 AM,2023,13,May
4E,600 LIGHT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,48.0,WHITE,CENTRAL,2023-05-13,8:30 AM,2023,13,May
4E,900 WEBB CT,COMMON ASSAULT,PERSONAL_WEAPONS,F,31.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-13,9:00 AM,2023,13,May
6D,3800 BANK ST,LARCENY FROM AUTO,Other,M,31.0,OTHER,SOUTHEAST,2023-05-13,4:50 PM,2023,13,May
4E,1600 E 28TH ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,51.0,WHITE,NORTHEAST,2023-05-13,7:00 AM,2023,13,May
4D,3800 BROOKLYN AVE,AGG. ASSAULT,Other,M,42.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-13,9:20 PM,2023,13,May
6F,1600 E LANVALE ST,LARCENY,Other,M,47.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-13,4:00 PM,2023,13,May
4E,1000 W 41ST ST,COMMON ASSAULT,Other,M,30.0,WHITE,NORTHERN,2023-05-13,9:17 PM,2023,13,May
6D,1500 MEDFORD RD,LARCENY FROM AUTO,Other,F,63.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-13,11:30 AM,2023,13,May
4E,400 N LINWOOD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,29.0,OTHER,SOUTHEAST,2023-05-13,6:00 PM,2023,13,May
4E,4100 NORFOLK AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,40.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-13,7:00 PM,2023,13,May
6D,2900 WINCHESTER ST,LARCENY FROM AUTO,Other,M,65.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-13,6:30 AM,2023,13,May
7C,1200 HOLLINS ST,AUTO THEFT,Other,F,49.0,WHITE,SOUTHERN,2023-05-13,6:01 AM,2023,13,May
4E,2000 N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-13,6:41 AM,2023,13,May
5F,2200 BARCLAY ST,BURGLARY,Other,M,32.0,WHITE,EASTERN,2023-05-13,7:26 AM,2023,13,May
8I,700 MURPHY LN,ARSON,Other,F,49.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-10,10:12 AM,2023,10,June
8I,700 MURPHY LN,ARSON,Other,M,50.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-10,10:12 AM,2023,10,June
4C,2000 W BALTIMORE ST,AGG. ASSAULT,UNKNOWN,M,57.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-10,7:00 AM,2023,10,June
4B,5100 CEDGATE RD,AGG. ASSAULT,BLUNT_OBJECT,F,56.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-10,6:30 AM,2023,10,June
3JO,2600 DULANY ST,ROBBERY,PERSONAL_WEAPONS,F,21.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-10,1:45 PM,2023,10,June
4E,500 ARSAN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,56.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-10,1:00 PM,2023,10,June
4E,1100 S CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,23.0,WHITE,SOUTHERN,2023-06-10,6:30 AM,2023,10,June
7C,1100 RAMBLEWOOD RD,AUTO THEFT,Other,M,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-10,8:30 PM,2023,10,June
4E,2300 MADISON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,59.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-06-10,8:45 PM,2023,10,June
5F,1800 SPENCE ST,BURGLARY,Other,F,59.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-10,9:55 PM,2023,10,June
6J,400 CALVIN AVE,LARCENY,Other,F,72.0,WHITE,NORTHERN,2023-06-10,9:00 PM,2023,10,June
4B,0 N BROADWAY,AGG. ASSAULT,PERSONAL_WEAPONS,U,34.0,OTHER,SOUTHEAST,2023-06-10,9:55 PM,2023,10,June
6J,400 VENABLE AVE,LARCENY,Other,M,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-10,9:00 PM,2023,10,June
4B,2100 BARCLAY ST,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,46.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-10,10:00 PM,2023,10,June
7C,0 N KOSSUTH ST,AUTO THEFT,Other,M,34.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-11,4:00 AM,2023,11,June
4E,2200 EASTERN AVE,COMMON ASSAULT,Other,M,37.0,OTHER,SOUTHEAST,2023-06-10,8:00 AM,2023,10,June
3AF,3300 E FAYETTE ST,ROBBERY,HANDGUN,M,47.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-10,9:00 AM,2023,10,June
7C,4600 ARABIA AVE,AUTO THEFT,Other,U,38.0,OTHER,NORTHEAST,2023-06-01,4:00 AM,2023,1,June
7C,800 WHITMORE AVE,AUTO THEFT,Other,U,38.0,OTHER,WESTERN,2023-05-31,2:30 PM,2023,31,May
7C,400 St Paul Place,AUTO THEFT,Other,U,38.0,OTHER,CENTRAL,2023-05-31,6:15 AM,2023,31,May
6C,4600 FALLS RD,LARCENY,Other,U,38.0,OTHER,NORTHERN,2023-05-31,2:43 PM,2023,31,May
5B,1000 PARK AVE,BURGLARY,Other,U,38.0,OTHER,CENTRAL,2023-05-31,6:41 AM,2023,31,May
7C,2500 CALVERTON HEIGHTS AVE,AUTO THEFT,Other,U,38.0,OTHER,WESTERN,2023-05-31,6:33 AM,2023,31,May
6C,900 POPLAR GROVE ST,LARCENY,Other,U,38.0,OTHER,SOUTHWEST,2023-05-31,4:00 PM,2023,31,May
3JF,4100 EIERMAN AVE,ROBBERY,HANDGUN,F,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,7:30 PM,2023,31,May
5A,2100 BRADDISH AVE,BURGLARY,Other,F,48.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-31,6:00 PM,2023,31,May
7C,3900 WABASH AVE,AUTO THEFT,Other,F,22.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-01,3:47 AM,2023,1,June
7C,3700 OAKMONT AVE,AUTO THEFT,Other,M,49.0,OTHER,NORTHWEST,2023-06-01,12:30 AM,2023,1,June
4E,100 N EUTAW ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,22.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,2023-05-31,6:00 PM,2023,31,May
5A,1700 SULGRAVE AVE,BURGLARY,Other,M,62.0,WHITE,NORTHERN,2023-05-31,10:00 PM,2023,31,May
4E,4600 EDMONDSON AVE,COMMON ASSAULT,OTHER,F,61.0,WHITE,SOUTHWEST,2023-05-31,10:20 PM,2023,31,May
3JO,2500 JAMES ST,ROBBERY,PERSONAL_WEAPONS,F,40.0,WHITE,SOUTHWEST,2023-05-31,9:00 PM,2023,31,May
3AO,1500 N GILMOR ST,ROBBERY,BLUNT_OBJECT,M,12.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-31,9:30 PM,2023,31,May
7C,1700 DARLEY AVE,AUTO THEFT,Other,M,42.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-06-01,5:00 AM,2023,1,June
7C,2700 REISTERSTOWN RD,AUTO THEFT,Other,F,62.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-01,5:00 AM,2023,1,June
6J,Unknown,LARCENY,Other,M,64.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-06-01,3:00 AM,2023,1,June
6F,3800 EASTERN AVE,LARCENY,Other,U,38.0,OTHER,SOUTHEAST,2023-05-03,5:30 PM,2023,3,May
6F,0 E FAYETTE ST,LARCENY,Other,U,38.0,OTHER,CENTRAL,2023-05-03,5:15 PM,2023,3,May
6F,2500 W FRANKLIN ST,LARCENY,Other,U,38.0,OTHER,WESTERN,2023-05-03,6:27 PM,2023,3,May
6C,5200 YORK RD,LARCENY,Other,U,38.0,OTHER,NORTHERN,2023-05-03,7:00 PM,2023,3,May
6F,1400 E COLD SPRING LN,LARCENY,Other,U,38.0,OTHER,NORTHEAST,2023-05-03,7:32 PM,2023,3,May
6F,0 S PACA ST,LARCENY,Other,U,38.0,OTHER,CENTRAL,2023-05-03,11:52 AM,2023,3,May
4E,600 UMBRA ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,26.0,OTHER,SOUTHEAST,2023-05-03,4:40 PM,2023,3,May
4E,600 UMBRA ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,59.0,WHITE,SOUTHEAST,2023-05-03,4:40 PM,2023,3,May
3AF,4100 FREDERICK AVE,ROBBERY,HANDGUN,M,43.0,OTHER,SOUTHWEST,2023-05-03,7:00 AM,2023,3,May
9S,100 W 25TH ST,SHOOTING,FIREARM,M,22.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-04,3:55 AM,2023,4,May
4E,2500 EDGECOMBE CIR N,COMMON ASSAULT,PERSONAL_WEAPONS,F,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-05-03,2:10 PM,2023,3,May
4E,1100 N MOUNT ST,COMMON ASSAULT,Other,F,82.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-03,9:00 AM,2023,3,May
5A,700 LINNARD ST,BURGLARY,PERSONAL_WEAPONS,F,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-03,10:00 AM,2023,3,May
6G,4800 HAMILTON AVE,LARCENY,PERSONAL_WEAPONS,F,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-03,7:55 AM,2023,3,May
6G,2800 AILSA AVE,LARCENY,Other,U,38.0,OTHER,NORTHEAST,2023-05-03,8:00 PM,2023,3,May
7C,5900 DARIEN CT,AUTO THEFT,Other,U,38.0,OTHER,NORTHEAST,2023-05-03,7:46 PM,2023,3,May
6G,1100 E 33RD ST,LARCENY,Other,U,38.0,OTHER,NORTHEAST,2023-05-03,10:50 PM,2023,3,May
6C,600 E 33RD ST,LARCENY,Other,U,38.0,OTHER,NORTHERN,2023-05-04,12:30 AM,2023,4,May
6C,4400 EDMONDSON AVE,LARCENY,Other,U,38.0,OTHER,SOUTHWEST,2023-05-04,12:00 AM,2023,4,May
4A,Unknown,AGG. ASSAULT,FIREARM,F,41.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-22,8:17 PM,2023,22,May
4A,Unknown,AGG. ASSAULT,FIREARM,M,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-22,8:17 PM,2023,22,May
6D,700 S BOND ST,LARCENY FROM AUTO,Other,F,25.0,OTHER,SOUTHEAST,2023-05-22,5:25 PM,2023,22,May
4E,1400 BLOOMFIELD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,21.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-22,2:00 PM,2023,22,May
3AF,3400 GOUGH ST,ROBBERY,HANDGUN,M,45.0,OTHER,SOUTHEAST,2023-05-22,1:30 PM,2023,22,May
2A,1400 ASHLAND AVE,RAPE,Other,F,13.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-22,10:18 PM,2023,22,May
4B,1800 EASTERN AVE,AGG. ASSAULT,PERSONAL_WEAPONS,M,25.0,WHITE,SOUTHEAST,2023-05-22,10:30 AM,2023,22,May
3JF,200 S HAVEN ST,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,28.0,OTHER,SOUTHEAST,2023-05-22,2:00 PM,2023,22,May
7C,3200 EASTERN AVE,AUTO THEFT,Other,F,69.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-23,1:00 AM,2023,23,May
7C,1200 N STRICKER ST,AUTO THEFT,Other,F,36.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-23,3:00 AM,2023,23,May
6D,1300 WINSTON AVE,LARCENY FROM AUTO,Other,F,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-23,5:00 AM,2023,23,May
6D,700 S MILTON AVE,LARCENY FROM AUTO,Other,F,66.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-23,1:30 AM,2023,23,May
4E,2700 ROSLYN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,21.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-23,2:00 AM,2023,23,May
6D,2100 E LOMBARD ST,LARCENY FROM AUTO,Other,F,50.0,WHITE,SOUTHEAST,2023-05-23,1:00 AM,2023,23,May
6F,6200 PARK HEIGHTS AVE,LARCENY,Other,F,50.0,WHITE,NORTHWEST,2023-05-23,2:00 AM,2023,23,May
2A,200 S DURHAM ST,RAPE,PERSONAL_WEAPONS,F,35.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-23,3:00 AM,2023,23,May
3AF,Unknown,ROBBERY,HANDGUN,M,35.0,OTHER,SOUTHEAST,2023-05-22,12:45 PM,2023,22,May
6J,3700 BONVIEW AVE,LARCENY,Other,M,22.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,9:00 PM,2023,23,April
6F,1700 UNION AVE,LARCENY,Other,F,31.0,WHITE,NORTHERN,2023-04-24,12:00 AM,2023,24,April
4B,1300 W LOMBARD ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,38.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-04-23,3:00 PM,2023,23,April
4B,Unknown,AGG. ASSAULT,BLUNT_OBJECT,F,27.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-04-23,10:20 AM,2023,23,April
4A,1100 DUNDALK AVE,AGG. ASSAULT,FIREARM,M,38.0,WHITE,SOUTHEAST,2023-04-23,10:36 AM,2023,23,April
3AJF,3900 KENYON AVE,ROBBERY - CARJACKING,HANDGUN,M,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,10:30 AM,2023,23,April
6F,900 S HANOVER ST,LARCENY,Other,M,26.0,WHITE,SOUTHERN,2023-04-23,8:00 AM,2023,23,April
7C,3800 BENEFIT ST,AUTO THEFT,Other,M,35.0,WHITE,SOUTHEAST,2023-04-23,9:00 AM,2023,23,April
6F,2500 BELAIR RD,LARCENY,Other,F,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,11:12 PM,2023,23,April
6F,2500 BELAIR RD,LARCENY,Other,F,41.0,WHITE,NORTHEAST,2023-04-23,11:12 PM,2023,23,April
4B,1700 N CALHOUN ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,34.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-04-23,10:45 AM,2023,23,April
7C,3900 GLEN HUNT RD,AUTO THEFT,Other,M,31.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-04-23,11:20 AM,2023,23,April
4E,500 N DUNCAN ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,40.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-04-23,11:00 AM,2023,23,April
4E,4600 PALL MALL RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,57.0,WHITE,NORTHERN,2023-04-23,12:40 PM,2023,23,April
4B,0 S MORLEY ST,AGG. ASSAULT,BLUNT_OBJECT,F,33.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-04-23,11:10 PM,2023,23,April
3NF,3800 SINCLAIR LN,ROBBERY,HANDGUN,M,14.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-04-23,7:09 PM,2023,23,April
7C,300 SCOTT ST,AUTO THEFT,Other,M,22.0,OTHER,SOUTHERN,2023-04-24,2:27 AM,2023,24,April
4E,100 W HAMBURG ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,32.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,2023-05-13,7:00 AM,2023,13,May
8I,2700 TIVOLY AVE,ARSON,Other,M,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-13,7:33 AM,2023,13,May
6D,400 E CHASE ST,LARCENY FROM AUTO,Other,M,33.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-13,3:14 PM,2023,13,May
4E,2900 CLIFTON PARK TER,COMMON ASSAULT,PERSONAL_WEAPONS,M,47.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-13,4:05 PM,2023,13,May
6D,1000 HEWITT WAY,LARCENY FROM AUTO,Other,F,47.0,WHITE,NORTHEAST,2023-05-13,11:47 AM,2023,13,May
7C,1600 RUXTON AVE,AUTO THEFT,Other,M,41.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-13,7:00 AM,2023,13,May
4B,1500 W NORTH AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,55.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-14,5:40 AM,2023,14,May
7C,1200 GLENHAVEN RD,AUTO THEFT,Other,F,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-14,1:30 AM,2023,14,May
4E,400 RUSSELL ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,24.0,OTHER,SOUTHERN,2023-05-13,3:25 PM,2023,13,May
6J,1000 QUANTRIL WAY,LARCENY,Other,M,39.0,WHITE,NORTHEAST,2023-05-13,2:30 PM,2023,13,May
4E,1500 RUSSELL ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,34.0,WHITE,SOUTHERN,2023-05-13,8:20 AM,2023,13,May
7C,300 E 22ND ST,AUTO THEFT,Other,F,30.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,2023-05-13,6:00 AM,2023,13,May
4E,1000 N FULTON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-13,8:00 AM,2023,13,May
4B,400 FONTHILL AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,18.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-05-13,8:37 AM,2023,13,May
4B,5900 BELAIR RD,AGG. ASSAULT,BLUNT_OBJECT,M,51.0,WHITE,NORTHEAST,2023-05-13,6:30 PM,2023,13,May
4E,4600 PEN LUCY RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,29.0,WHITE,SOUTHWEST,2023-05-13,6:45 PM,2023,13,May
5F,900 MC ALEER CT,BURGLARY,Other,F,38.0,WHITE,EASTERN,2023-06-10,8:30 AM,2023,10,June
4E,3000 Thorndale Ave,COMMON ASSAULT,PERSONAL_WEAPONS,F,44.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-10,9:30 AM,2023,10,June
4E,300 N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,22.0,WHITE,CENTRAL,2023-06-10,10:16 AM,2023,10,June
4E,1000 N ELLAMONT ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,19.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,2023-06-10,10:00 AM,2023,10,June
3G,0 E BALTIMORE ST,ROBBERY,Other,M,60.0,ASIAN,CENTRAL,2023-06-11,1:20 AM,2023,11,June
4E,5500 Bowleys Ln,COMMON ASSAULT,PERSONAL_WEAPONS,F,22.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-06-10,10:36 AM,2023,10,June
4E,3500 BEECH AVE,COMMON ASSAULT,Other,M,38.0,OTHER,NORTHERN,2023-06-11,2:24 AM,2023,11,June
4E,3500 BEECH AVE,COMMON ASSAULT,Other,F,38.0,OTHER,NORTHERN,2023-06-11,2:24 AM,2023,11,June
4E,3500 BEECH AVE,COMMON ASSAULT,Other,M,38.0,OTHER,NORTHERN,2023-06-11,2:24 AM,2023,11,June
4E,3500 BEECH AVE,COMMON ASSAULT,Other,M,38.0,OTHER,NORTHERN,2023-06-11,2:24 AM,2023,11,June
4E,3500 BEECH AVE,COMMON ASSAULT,Other,M,38.0,OTHER,NORTHERN,2023-06-11,2:24 AM,2023,11,June
3G,0 E BALTIMORE ST,ROBBERY,Other,F,55.0,ASIAN,CENTRAL,2023-06-11,1:20 AM,2023,11,June
4E,100 S ELLWOOD AVE,COMMON ASSAULT,Other,F,49.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-06-10,9:00 PM,2023,10,June
4E,3600 GARRISON BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,F,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-10,9:20 PM,2023,10,June
7C,3300 MCELDERRY ST,AUTO THEFT,Other,M,56.0,WHITE,SOUTHEAST,2023-06-10,9:00 PM,2023,10,June
3AF,4300 YORK RD,ROBBERY,FIREARM,M,65.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,2023-06-11,12:56 AM,2023,11,June
4E,1800 W LEXINGTON ST,COMMON ASSAULT,Other,F,26.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-06-10,6:15 AM,2023,10,June
7C,4000 ANNELLEN RD,AUTO THEFT,Other,F,71.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-06-01,4:20 AM,2023,1,June
4E,Unknown,COMMON ASSAULT,PERSONAL_WEAPONS,F,14.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,2023-05-31,10:00 PM,2023,31,May
6J,3800 SEQUOIA AVE,LARCENY,Other,F,93.0,OTHER,NORTHWEST,2023-05-31,5:50 PM,2023,31,May
3GO,700 E 25TH ST,ROBBERY,PERSONAL_WEAPONS,M,32.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,10:00 AM,2023,31,May
4E,100 KANE ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,15.0,OTHER,SOUTHEAST,2023-05-31,6:50 PM,2023,31,May
3AO,200 S WASHINGTON ST,ROBBERY,PERSONAL_WEAPONS,M,23.0,WHITE,SOUTHEAST,2023-05-31,7:12 PM,2023,31,May
6F,200 E PRATT ST,LARCENY,Other,F,30.0,WHITE,CENTRAL,2023-05-31,7:20 PM,2023,31,May
7C,1600 APPLETON ST,AUTO THEFT,Other,F,40.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,2023-05-31,10:00 AM,2023,31,May
4A,2300 WICHITA AVE,AGG. ASSAULT,FIREARM,M,61.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,2023-05-31,11:12 AM,2023,31,May
4E,400 ANNABEL AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,33.0,WHITE,SOUTHERN,2023-05-31,6:00 AM,2023,31,May
4A,4100 EIERMAN AVE,AGG. ASSAULT,HANDGUN,M,9.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,7:30 PM,2023,31,May
4A,4100 EIERMAN AVE,AGG. ASSAULT,HANDGUN,F,59.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,7:30 PM,2023,31,May
4A,4100 EIERMAN AVE,AGG. ASSAULT,HANDGUN,F,2.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,2023-05-31,7:30 PM,2023,31,May
